
 Property  job 1 : Binary mixture ;
 Compounds job 1 : difluoromethane (1) ; $MIX1 (2) ;
 Settings  job 1 : T= 293.15 K ;
 Units     job 1 : Energies in kJ/mol ; Pressure in kPa ; Area in nm^2 ; Temperature in K ; Molecular weights in g/mol ; Concentrations x : mole fraction ;
 General   job 1 : Molecular weights 52.0235 (1) 269.4324 (2) ; Surface areas 0.7310 (1) 2.5578 (2) ; $MIX1 : x(1)= 0.4000 x(2)= 0.4000 x(3)= 0.2000 ;
 
          x1          x2             H^E             G^E            ptot    mu1+RTln(x1)    mu2+RTln(x2)      ln(gamma1)      ln(gamma2)          y1          y2
 0.000000000 1.000000000      0.00000000      0.00000000      0.00781402              NA     13.86112520     -0.64957662      0.00000000 0.000000000 1.000000000
 0.004016064 0.995983936     -0.00930803     -0.00634595      3.10509239      6.96884751     13.85130649     -0.64724575     -0.00000423 0.997493599 0.002506401
 0.008032129 0.991967871     -0.01857684     -0.01266896      6.21686474      8.66400958     13.84142508     -0.64490870     -0.00001792 0.998753211 0.001246789
 0.012048193 0.987951807     -0.02780616     -0.01896887      9.34323975      9.65799508     13.83148033     -0.64256546     -0.00004122 0.999173781 0.000826219
 0.016064257 0.983935743     -0.03699573     -0.02524553     12.48432696     10.36491324     13.82147160     -0.64021602     -0.00007423 0.999384194 0.000615806
 0.020080321 0.979919679     -0.04614526     -0.03149878     15.64023682     10.91454140     13.81139825     -0.63786035     -0.00011710 0.999510479 0.000489521
 0.024096386 0.975903614     -0.05525449     -0.03772846     18.81108069     11.36468590     13.80125961     -0.63549845     -0.00016996 0.999594684 0.000405316
 0.028112450 0.971887550     -0.06432314     -0.04393441     21.99697082     11.74618238     13.79105502     -0.63313029     -0.00023294 0.999654835 0.000345165
 0.032128514 0.967871486     -0.07335092     -0.05011648     25.19802036     12.07743702     13.78078382     -0.63075588     -0.00030617 0.999699951 0.000300049
 0.036144578 0.963855422     -0.08233755     -0.05627449     28.41434339     12.37032216     13.77044531     -0.62837518     -0.00038980 0.999735040 0.000264960
 0.040160643 0.959839357     -0.09128274     -0.06240829     31.64605492     12.63294420     13.76003881     -0.62598819     -0.00048397 0.999763112 0.000236888
 0.044176707 0.955823293     -0.10018622     -0.06851771     34.89327085     12.87108508     13.74956361     -0.62359489     -0.00058881 0.999786078 0.000213922
 0.048192771 0.951807229     -0.10904769     -0.07460259     38.15610803     13.08901400     13.73901901     -0.62119528     -0.00070448 0.999805216 0.000194784
 0.052208835 0.947791165     -0.11786686     -0.08066274     41.43468425     13.28997303     13.72840429     -0.61878933     -0.00083110 0.999821408 0.000178592
 0.056224900 0.943775100     -0.12664344     -0.08669801     44.72911822     13.47648231     13.71771872     -0.61637703     -0.00096885 0.999835285 0.000164715
