
 Property  job 7 : Binary mixture ;
 Compounds job 7 : difluoromethane (1) ; $MIX1 (2) ;
 Settings  job 7 : T= 303.15 K ;
 Units     job 7 : Energies in kcal/mol ; Pressure in mbar ; Area in A^2 ; Temperature in K ; Molecular weights in a.m.u. ; Concentrations x : mole fraction ;
 General   job 7 : Molecular weights 52.0235 (1) 216.8573 (2) ; Surface areas 73.4029 (1) 202.6374 (2) ; $MIX1 : x(8)= 0.2500 x(9)= 0.2500 x(10)= 0.5000 ;
 
          x1          x2             H^E             G^E            ptot    mu1+RTln(x1)    mu2+RTln(x2)      ln(gamma1)      ln(gamma2)          y1          y2
 0.000000000 1.000000000      0.00000000      0.00000000      0.01598009              NA      2.61960554      0.09352929      0.00000000 0.000000000 1.000000000
 0.010000000 0.990000000      0.00107049      0.00056079    211.33109848      2.46145862      2.61355275      0.09280375      0.00000289 0.999925140 0.000074860
 0.020000000 0.980000000      0.00213132      0.00111735    422.33125662      2.87857576      2.60744337      0.09205823      0.00001388 0.999962918 0.000037082
 0.030000000 0.970000000      0.00318218      0.00166947    633.00431500      3.12237536      2.60127645      0.09129298      0.00003348 0.999975512 0.000024488
 0.040000000 0.960000000      0.00422261      0.00221684    843.33786193      3.29520790      2.59505091      0.09050763      0.00006206 0.999981808 0.000018192
 0.050000000 0.950000000      0.00525229      0.00275930   1053.31977623      3.42914909      2.58876579      0.08970234      0.00010025 0.999985586 0.000014414
 0.060000000 0.940000000      0.00627102      0.00329678   1262.93992389      3.53848721      2.58242012      0.08887871      0.00014875 0.999988104 0.000011896
 0.070000000 0.930000000      0.00727836      0.00382898   1472.18703527      3.63084350      2.57601274      0.08803663      0.00020798 0.999989903 0.000010097
 0.080000000 0.920000000      0.00827403      0.00435577   1681.04839034      3.71076661      2.56954265      0.08717515      0.00027874 0.999991252 0.000008748
 0.090000000 0.910000000      0.00925755      0.00487685   1889.51186278      3.78119076      2.56300860      0.08629405      0.00036149 0.999992301 0.000007699
 0.100000000 0.900000000      0.01022859      0.00539204   2097.56625527      3.84411967      2.55640946      0.08539359      0.00045696 0.999993140 0.000006860
 0.110000000 0.890000000      0.01118689      0.00590125   2305.20199125      3.90098292      2.54974409      0.08447466      0.00056594 0.999993827 0.000006173
 0.120000000 0.880000000      0.01213207      0.00640429   2512.40861395      3.95283578      2.54301121      0.08353745      0.00068912 0.999994399 0.000005601
 0.130000000 0.870000000      0.01306362      0.00690079   2719.17282996      4.00047902      2.53620943      0.08258105      0.00082708 0.999994883 0.000005117
 0.140000000 0.860000000      0.01398111      0.00739052   2925.48507522      4.04453586      2.52933734      0.08160607      0.00098045 0.999995298 0.000004702
 0.150000000 0.850000000      0.01488426      0.00787343   3131.33667585      4.08550048      2.52239366      0.08061322      0.00115019 0.999995657 0.000004343
 0.160000000 0.840000000      0.01577267      0.00834932   3336.71853909      4.12377119      2.51537693      0.07960290      0.00133709 0.999995972 0.000004028
 0.170000000 0.830000000      0.01664588      0.00881794   3541.61971729      4.15967341      2.50828561      0.07857488      0.00154191 0.999996249 0.000003751
 0.180000000 0.820000000      0.01750342      0.00927903   3746.03336875      4.19347741      2.50111799      0.07753005      0.00176524 0.999996496 0.000003504
 0.190000000 0.810000000      0.01834490      0.00973244   3949.95202238      4.22540941      2.49387245      0.07646897      0.00200796 0.999996716 0.000003284
 0.200000000 0.800000000      0.01916980      0.01017792   4153.36183787      4.25565988      2.48654742      0.07539053      0.00227116 0.999996915 0.000003085
 0.210000000 0.790000000      0.01997773      0.01061532   4356.25920611      4.28439282      2.47914105      0.07429617      0.00255558 0.999997095 0.000002905
 0.220000000 0.780000000      0.02076821      0.01104443   4558.63691437      4.31174881      2.47165144      0.07318626      0.00286210 0.999997258 0.000002742
 0.230000000 0.770000000      0.02154052      0.01146482   4760.49086872      4.33785007      2.46407628      0.07206178      0.00319095 0.999997407 0.000002593
 0.240000000 0.760000000      0.02229429      0.01187636   4961.81787889      4.36280326      2.45641348      0.07092370      0.00354304 0.999997544 0.000002456
 0.250000000 0.750000000      0.02302917      0.01227901   5162.61063519      4.38670149      2.44866118      0.06977203      0.00391969 0.999997669 0.000002331
 0.260000000 0.740000000      0.02374451      0.01267239   5362.86944015      4.40962776      2.44081672      0.06860822      0.00432114 0.999997785 0.000002215
 0.270000000 0.730000000      0.02443979      0.01305629   5562.59163233      4.43165530      2.43287763      0.06743295      0.00474814 0.999997893 0.000002107
 0.280000000 0.720000000      0.02511458      0.01343059   5761.77874443      4.45284980      2.42484135      0.06624752      0.00520148 0.999997993 0.000002007
 0.290000000 0.710000000      0.02576823      0.01379499   5960.42845977      4.47326959      2.41670508      0.06505242      0.00568176 0.999998086 0.000001914
 0.300000000 0.700000000      0.02640034      0.01414940   6158.54465979      4.49296767      2.40846600      0.06384908      0.00618978 0.999998172 0.000001828
 0.310000000 0.690000000      0.02700975      0.01449308   6356.10961904      4.51198976      2.40012111      0.06263534      0.00672626 0.999998254 0.000001746
 0.320000000 0.680000000      0.02759633      0.01482623   6553.14134296      4.53038053      2.39166713      0.06141476      0.00729171 0.999998330 0.000001670
 0.330000000 0.670000000      0.02815952      0.01514865   6749.64783870      4.54817958      2.38310050      0.06018897      0.00788646 0.999998401 0.000001599
 0.340000000 0.660000000      0.02869884      0.01546033   6945.63948530      4.56542314      2.37441768      0.05895980      0.00851112 0.999998469 0.000001531
