
 Property  job 1 : Binary mixture ;
 Compounds job 1 : difluoromethane (1) ; $MIX1 (2) ;
 Settings  job 1 : T= 303.15 K ;
 Units     job 1 : Energies in kcal/mol ; Pressure in mbar ; Area in A^2 ; Temperature in K ; Molecular weights in a.m.u. ; Concentrations x : mole fraction ;
 General   job 1 : Molecular weights 52.0235 (1) 284.5953 (2) ; Surface areas 73.4029 (1) 215.9690 (2) ; $MIX1 : x(4)= 0.2500 x(5)= 0.2500 x(10)= 0.5000 ;
 
          x1          x2             H^E             G^E            ptot    mu1+RTln(x1)    mu2+RTln(x2)      ln(gamma1)      ln(gamma2)          y1          y2
 0.000000000 1.000000000      0.00000000      0.00000000      0.12065604              NA      1.59820907     -0.01223170      0.00000000 0.000000000 1.000000000
 0.010000000 0.990000000      0.00133075     -0.00007520    190.55793399      2.39879361      1.59214685     -0.01121824     -0.00001277 0.999373167 0.000626833
 0.020000000 0.980000000      0.00265230     -0.00014423    381.37996775      2.81696812      1.58601687     -0.01020857     -0.00003597 0.999689971 0.000310029
 0.030000000 0.970000000      0.00396446     -0.00020707    572.58509380      3.06183461      1.57981780     -0.00920281     -0.00006974 0.999795614 0.000204386
 0.040000000 0.960000000      0.00526699     -0.00026367    764.17152569      3.23574369      1.57354825     -0.00820114     -0.00011421 0.999848442 0.000151558
 0.050000000 0.950000000      0.00655968     -0.00031400    956.13734753      3.37077089      1.56720681     -0.00720369     -0.00016952 0.999880139 0.000119861
 0.060000000 0.940000000      0.00784231     -0.00035801   1148.48051099      3.48120342      1.56079200     -0.00621063     -0.00023579 0.999901270 0.000098730
 0.070000000 0.930000000      0.00911463     -0.00039566   1341.19883131      3.57466249      1.55430232     -0.00522213     -0.00031316 0.999916362 0.000083638
 0.080000000 0.920000000      0.01037642     -0.00042693   1534.28998137      3.65569722      1.54773623     -0.00423834     -0.00040176 0.999927681 0.000072319
 0.090000000 0.910000000      0.01162741     -0.00045177   1727.75148439      3.72724187      1.54109211     -0.00325945     -0.00050173 0.999936483 0.000063517
 0.100000000 0.900000000      0.01286736     -0.00047014   1921.58071286      3.79129988      1.53436832     -0.00228563     -0.00061317 0.999943524 0.000056476
 0.110000000 0.890000000      0.01409600     -0.00048201   2115.77488041      3.84930020      1.52756316     -0.00131707     -0.00073623 0.999949283 0.000050717
 0.120000000 0.880000000      0.01531307     -0.00048734   2310.33103686      3.90229786      1.52067487     -0.00035395     -0.00087102 0.999954082 0.000045918
 0.130000000 0.870000000      0.01651829     -0.00048609   2505.24606492      3.95109407      1.51370165      0.00060354     -0.00101766 0.999958142 0.000041858
 0.140000000 0.860000000      0.01771138     -0.00047823   2700.51666624      3.99631155      1.50664163      0.00155520     -0.00117625 0.999961621 0.000038379
 0.150000000 0.850000000      0.01889204     -0.00046371   2896.13936300      4.03844395      1.49949289      0.00250083     -0.00134691 0.999964636 0.000035364
