
 Property  job 1 : Binary mixture ;
 Compounds job 1 : difluoromethane (1) ; $MIX1 (2) ;
 Settings  job 1 : T= 293.15 K ;
 Units     job 1 : Energies in kJ/mol ; Pressure in kPa ; Area in nm^2 ; Temperature in K ; Molecular weights in g/mol ; Concentrations x : mole fraction ;
 General   job 1 : Molecular weights 52.0235 (1) 284.5953 (2) ; Surface areas 0.7310 (1) 2.1311 (2) ; $MIX1 : x(1)= 0.2500 x(2)= 0.2500 x(3)= 0.5000 ;
 
          x1          x2             H^E             G^E            ptot    mu1+RTln(x1)    mu2+RTln(x2)      ln(gamma1)      ln(gamma2)          y1          y2
 0.000000000 1.000000000      0.00000000      0.00000000      0.04370274              NA     13.78742957     -0.07100696      0.00000000 0.000000000 1.000000000
 0.004016064 0.995983936      0.00230276     -0.00068219      5.55969818      8.37558367     13.77762515     -0.07009574      0.00000163 0.992170925 0.007829075
 0.008032129 0.991967871      0.00461279     -0.00135545     11.08574045     10.06726813     13.76777216     -0.06918547     -0.00000040 0.996089418 0.003910582
 0.012048193 0.987951807      0.00693004     -0.00201975     16.62182708     11.05775856     13.75787023     -0.06827617     -0.00000613 0.997402456 0.002597544
 0.016064257 0.983935743      0.00925446     -0.00267508     22.16795502     11.76116407     13.74791899     -0.06736788     -0.00001555 0.998060262 0.001939738
 0.020080321 0.979919679      0.01158600     -0.00332139     27.72412067     12.30726194     13.73791806     -0.06646061     -0.00002871 0.998455354 0.001544646
 0.024096386 0.975903614      0.01392461     -0.00395867     33.29031987     12.75385837     13.72786703     -0.06555439     -0.00004562 0.998718915 0.001281085
 0.028112450 0.971887550      0.01627025     -0.00458690     38.86654784     13.13178895     13.71776554     -0.06464924     -0.00006631 0.998907252 0.001092748
 0.032128514 0.967871486      0.01862285     -0.00520603     44.45279925     13.45945975     13.70761317     -0.06374519     -0.00009079 0.999048546 0.000951454
 0.036144578 0.963855422      0.02098237     -0.00581605     50.04906812     13.74874301     13.69740954     -0.06284226     -0.00011908 0.999158464 0.000841536
 0.040160643 0.959839357      0.02334875     -0.00641693     55.65534790     14.00774504     13.68715423     -0.06194047     -0.00015122 0.999246411 0.000753589
 0.044176707 0.955823293      0.02572193     -0.00700865     61.27163138     14.24224769     13.67684685     -0.06103985     -0.00018721 0.999318375 0.000681625
 0.048192771 0.951807229      0.02810186     -0.00759117     66.89791075     14.45652005     13.66648697     -0.06014043     -0.00022709 0.999378349 0.000621651
 0.052208835 0.947791165      0.03048848     -0.00816448     72.53417751     14.65380412     13.65607419     -0.05924223     -0.00027086 0.999429099 0.000570901
 0.056224900 0.943775100      0.03288173     -0.00872854     78.18042254     14.83661991     13.64560809     -0.05834528     -0.00031856 0.999472599 0.000527401
 0.060240964 0.939759036      0.03528154     -0.00928333     83.83663605     15.00696514     13.63508823     -0.05744960     -0.00037021 0.999510300 0.000489700
 0.064257028 0.935742972      0.03768786     -0.00982882     89.50280755     15.16645024     13.62451419     -0.05655522     -0.00042582 0.999543287 0.000456713
 0.068273092 0.931726908      0.04010061     -0.01036499     95.17892589     15.31639243     13.61388554     -0.05566217     -0.00048542 0.999572392 0.000427608
 0.072289157 0.927710843      0.04251974     -0.01089181    100.86497919     15.45788284     13.60320183     -0.05477047     -0.00054902 0.999598262 0.000401738
 0.076305221 0.923694779      0.04494517     -0.01140925    106.56095487     15.59183547     13.59246263     -0.05388015     -0.00061666 0.999621408 0.000378592
 0.080321285 0.919678715      0.04737683     -0.01191730    112.26683965     15.71902353     13.58166748     -0.05299124     -0.00068835 0.999642238 0.000357762
 0.084337349 0.915662651      0.04981466     -0.01241592    117.98261947     15.84010701     13.57081593     -0.05210377     -0.00076410 0.999661082 0.000338918
 0.088353414 0.911646586      0.05225858     -0.01290509    123.70827956     15.95565369     13.55990752     -0.05121776     -0.00084395 0.999678212 0.000321788
 0.092369478 0.907630522      0.05470852     -0.01338478    129.44380437     16.06615560     13.54894179     -0.05033324     -0.00092791 0.999693851 0.000306149
 0.096385542 0.903614458      0.05716440     -0.01385496    135.18917759     16.17204191     13.53791826     -0.04945025     -0.00101600 0.999708184 0.000291816
 0.100401606 0.899598394      0.05962614     -0.01431562    140.94438213     16.27368919     13.52683647     -0.04856881     -0.00110824 0.999721370 0.000278630
 0.104417671 0.895582329      0.06209367     -0.01476672    146.70940010     16.37142969     13.51569594     -0.04768895     -0.00120465 0.999733539 0.000266461
 0.108433735 0.891566265      0.06456690     -0.01520825    152.48421278     16.46555799     13.50449618     -0.04681070     -0.00130525 0.999744806 0.000255194
 0.112449799 0.887550201      0.06704575     -0.01564017    158.26880067     16.55633653     13.49323670     -0.04593409     -0.00141007 0.999755266 0.000244734
 0.116465863 0.883534137      0.06953015     -0.01606246    164.06314341     16.64400010     13.48191700     -0.04505915     -0.00151911 0.999765004 0.000234996
 0.120481928 0.879518072      0.07201999     -0.01647509    169.86721979     16.72875961     13.47053659     -0.04418592     -0.00163241 0.999774090 0.000225910
 0.124497992 0.875502008      0.07451519     -0.01687805    175.68100775     16.81080517     13.45909495     -0.04331442     -0.00174997 0.999782589 0.000217411
 0.128514056 0.871485944      0.07701567     -0.01727130    181.50448437     16.89030882     13.44759157     -0.04244468     -0.00187182 0.999790556 0.000209444
 0.132530120 0.867469880      0.07952133     -0.01765483    187.33762581     16.96742667     13.43602594     -0.04157674     -0.00199797 0.999798038 0.000201962
 0.136546185 0.863453815      0.08203208     -0.01802860    193.18040735     17.04230084     13.42439752     -0.04071063     -0.00212845 0.999805078 0.000194922
 0.140562249 0.859437751      0.08454782     -0.01839260    199.03280337     17.11506110     13.41270580     -0.03984639     -0.00226327 0.999811715 0.000188285
 0.144578313 0.855421687      0.08706845     -0.01874679    204.89478729     17.18582623     13.40095022     -0.03898403     -0.00240245 0.999817982 0.000182018
 0.148594378 0.851405622      0.08959388     -0.01909116    210.76633161     17.25470524     13.38913025     -0.03812361     -0.00254601 0.999823909 0.000176091
 0.152610442 0.847389558      0.09212400     -0.01942568    216.64740786     17.32179840     13.37724534     -0.03726514     -0.00269397 0.999829522 0.000170478
 0.156626506 0.843373494      0.09465870     -0.01975032    222.53798662     17.38719817     13.36529492     -0.03640867     -0.00284633 0.999834846 0.000165154
 0.160642570 0.839357430      0.09719789     -0.02006507    228.43803746     17.45098999     13.35327844     -0.03555424     -0.00300312 0.999839903 0.000160097
 0.164658635 0.835341365      0.09974144     -0.02036990    234.34752898     17.51325293     13.34119533     -0.03470186     -0.00316436 0.999844712 0.000155288
 0.168674699 0.831325301      0.10228926     -0.02066479    240.26642872     17.57406036     13.32904501     -0.03385159     -0.00333006 0.999849291 0.000150709
 0.172690763 0.827309237      0.10484123     -0.02094972    246.19470324     17.63348046     13.31682690     -0.03300345     -0.00350023 0.999853655 0.000146345
 0.176706827 0.823293173      0.10739723     -0.02122465    252.13231803     17.69157669     13.30454040     -0.03215748     -0.00367490 0.999857820 0.000142180
 0.180722892 0.819277108      0.10995715     -0.02148957    258.07923751     17.74840824     13.29218492     -0.03131372     -0.00385407 0.999861799 0.000138201
 0.184738956 0.815261044      0.11252086     -0.02174447    264.03542504     17.80403038     13.27975985     -0.03047220     -0.00403776 0.999865603 0.000134397
 0.188755020 0.811244980      0.11508825     -0.02198930    270.00084290     17.85849480     13.26726458     -0.02963296     -0.00422599 0.999869244 0.000130756
 0.192771084 0.807228916      0.11765918     -0.02222406    275.97545223     17.91184993     13.25469849     -0.02879604     -0.00441876 0.999872733 0.000127267
 0.196787149 0.803212851      0.12023354     -0.02244872    281.95921307     17.96414121     13.24206095     -0.02796148     -0.00461610 0.999876078 0.000123922
 0.200803213 0.799196787      0.12281118     -0.02266326    287.95208432     18.01541128     13.22935133     -0.02712931     -0.00481801 0.999879288 0.000120712
 0.204819277 0.795180723      0.12539198     -0.02286766    293.95402372     18.06570027     13.21656898     -0.02629957     -0.00502451 0.999882371 0.000117629
 0.208835341 0.791164659      0.12797581     -0.02306189    299.96498783     18.11504596     13.20371325     -0.02547230     -0.00523560 0.999885335 0.000114665
 0.212851406 0.787148594      0.13056252     -0.02324595    305.98493204     18.16348397     13.19078348     -0.02464755     -0.00545131 0.999888186 0.000111814
 0.216867470 0.783132530      0.13315197     -0.02341980    312.01381053     18.21104790     13.17777900     -0.02382535     -0.00567163 0.999890930 0.000109070
 0.220883534 0.779116466      0.13574402     -0.02358343    318.05157623     18.25776950     13.16469914     -0.02300573     -0.00589658 0.999893573 0.000106427
 0.224899598 0.775100402      0.13833852     -0.02373681    324.09818088     18.30367882     13.15154320     -0.02218875     -0.00612618 0.999896121 0.000103879
 0.228915663 0.771084337      0.14093533     -0.02387994    330.15357491     18.34880426     13.13831051     -0.02137445     -0.00636042 0.999898578 0.000101422
 0.232931727 0.767068273      0.14353429     -0.02401278    336.21770753     18.39317278     13.12500034     -0.02056285     -0.00659932 0.999900950 0.000099050
 0.236947791 0.763052209      0.14613525     -0.02413532    342.29052661     18.43680992     13.11161199     -0.01975401     -0.00684288 0.999903240 0.000096760
 0.240963855 0.759036145      0.14873805     -0.02424755    348.37197875     18.47973995     13.09814474     -0.01894798     -0.00709111 0.999905453 0.000094547
 0.244979920 0.755020080      0.15134252     -0.02434944    354.46200919     18.52198591     13.08459785     -0.01814478     -0.00734402 0.999907592 0.000092408
 0.248995984 0.751004016      0.15394851     -0.02444097    360.56056185     18.56356971     13.07097059     -0.01734447     -0.00760161 0.999909662 0.000090338
 0.253012048 0.746987952      0.15655584     -0.02452214    366.66757928     18.60451221     13.05726220     -0.01654708     -0.00786389 0.999911665 0.000088335
 0.257028112 0.742971888      0.15916434     -0.02459291    372.78300264     18.64483329     13.04347192     -0.01575267     -0.00813086 0.999913604 0.000086396
 0.261044177 0.738955823      0.16177385     -0.02465328    378.90677171     18.68455188     13.02959898     -0.01496128     -0.00840253 0.999915483 0.000084517
 0.265060241 0.734939759      0.16438418     -0.02470324    385.03882482     18.72368603     13.01564261     -0.01417294     -0.00867889 0.999917304 0.000082696
 0.269076305 0.730923695      0.16699515     -0.02474275    391.17909889     18.76225301     13.00160200     -0.01338772     -0.00895995 0.999919069 0.000080931
 0.273092369 0.726907631      0.16960657     -0.02477181    397.32752938     18.80026926     12.98747635     -0.01260565     -0.00924570 0.999920782 0.000079218
 0.277108434 0.722891566      0.17221827     -0.02479041    403.48405027     18.83775055     12.97326485     -0.01182678     -0.00953616 0.999922444 0.000077556
 0.281124498 0.718875502      0.17483004     -0.02479853    409.64859404     18.87471191     12.95896668     -0.01105116     -0.00983131 0.999924058 0.000075942
 0.285140562 0.714859438      0.17744170     -0.02479615    415.82109166     18.91116777     12.94458099     -0.01027883     -0.01013116 0.999925626 0.000074374
 0.289156627 0.710843373      0.18005304     -0.02478327    422.00147259     18.94713193     12.93010694     -0.00950984     -0.01043569 0.999927149 0.000072851
 0.293172691 0.706827309      0.18266386     -0.02475986    428.18966469     18.98261760     12.91554367     -0.00874425     -0.01074492 0.999928629 0.000071371
 0.297188755 0.702811245      0.18527396     -0.02472592    434.38559429     19.01763746     12.90089030     -0.00798210     -0.01105882 0.999930069 0.000069931
 0.301204819 0.698795181      0.18788312     -0.02468144    440.58918612     19.05220367     12.88614595     -0.00722343     -0.01137740 0.999931470 0.000068530
 0.305220884 0.694779116      0.19049113     -0.02462641    446.80036328     19.08632790     12.87130972     -0.00646830     -0.01170064 0.999932832 0.000067168
 0.309236948 0.690763052      0.19309777     -0.02456080    453.01904725     19.12002137     12.85638071     -0.00571677     -0.01202854 0.999934159 0.000065841
 0.313253012 0.686746988      0.19570281     -0.02448462    459.24515785     19.15329483     12.84135797     -0.00496887     -0.01236109 0.999935451 0.000064549
 0.317269076 0.682730924      0.19830605     -0.02439786    465.47861325     19.18615863     12.82624059     -0.00422467     -0.01269827 0.999936709 0.000063291
 0.321285141 0.678714859      0.20090723     -0.02430050    471.71932989     19.21862274     12.81102760     -0.00348421     -0.01304007 0.999937935 0.000062065
 0.325301205 0.674698795      0.20350612     -0.02419254    477.96722253     19.25069673     12.79571804     -0.00274754     -0.01338647 0.999939130 0.000060870
 0.329317269 0.670682731      0.20610250     -0.02407397    484.22220418     19.28238980     12.78031093     -0.00201473     -0.01373747 0.999940294 0.000059706
 0.333333333 0.666666667      0.20869610     -0.02394478    490.48418608     19.31371085     12.76480528     -0.00128582     -0.01409305 0.999941430 0.000058570
 0.337349398 0.662650602      0.21128669     -0.02380498    496.75307773     19.34466843     12.74920007     -0.00056086     -0.01445317 0.999942539 0.000057461
 0.341365462 0.658634538      0.21387401     -0.02365454    503.02878680     19.37527076     12.73349429      0.00016009     -0.01481783 0.999943620 0.000056380
 0.345381526 0.654618474      0.21645779     -0.02349347    509.31121916     19.40552581     12.71768688      0.00087696     -0.01518700 0.999944675 0.000055325
 0.349397590 0.650602410      0.21903779     -0.02332177    515.60027883     19.43544124     12.70177680      0.00158972     -0.01556066 0.999945706 0.000054294
 0.353413655 0.646586345      0.22161373     -0.02313942    521.89586797     19.46502444     12.68576296      0.00229830     -0.01593878 0.999946712 0.000053288
 0.357429719 0.642570281      0.22418533     -0.02294644    528.19788685     19.49428255     12.66964429      0.00300265     -0.01632134 0.999947695 0.000052305
 0.361445783 0.638554217      0.22675233     -0.02274281    534.50623387     19.52322248     12.65341966      0.00370270     -0.01670830 0.999948655 0.000051345
 0.365461847 0.634538153      0.22931443     -0.02252854    540.82080546     19.55185087     12.63708797      0.00439841     -0.01709963 0.999949593 0.000050407
 0.369477912 0.630522088      0.23187135     -0.02230363    547.14149613     19.58017416     12.62064806      0.00508970     -0.01749530 0.999950511 0.000049489
 0.373493976 0.626506024      0.23442280     -0.02206808    553.46819841     19.60819859     12.60409877      0.00577653     -0.01789528 0.999951407 0.000048593
 0.377510040 0.622489960      0.23696847     -0.02182189    559.80080285     19.63593015     12.58743892      0.00645884     -0.01829953 0.999952284 0.000047716
 0.381526104 0.618473896      0.23950806     -0.02156506    566.13919797     19.66337467     12.57066732      0.00713656     -0.01870800 0.999953142 0.000046858
 0.385542169 0.614457831      0.24204127     -0.02129760    572.48327028     19.69053778     12.55378274      0.00780963     -0.01912065 0.999953981 0.000046019
 0.389558233 0.610441767      0.24456777     -0.02101952    578.83290421     19.71742493     12.53678395      0.00847799     -0.01953745 0.999954802 0.000045198
 0.393574297 0.606425703      0.24708725     -0.02073081    585.18798212     19.74404139     12.51966969      0.00914158     -0.01995833 0.999955606 0.000044394
 0.397590361 0.602409639      0.24959938     -0.02043150    591.54838427     19.77039228     12.50243867      0.00980035     -0.02038326 0.999956393 0.000043607
 0.401606426 0.598393574      0.25210382     -0.02012158    597.91398882     19.79648253     12.48508959      0.01045421     -0.02081219 0.999957163 0.000042837
 0.405622490 0.594377510      0.25460023     -0.01980106    604.28467174     19.82231694     12.46762113      0.01110312     -0.02124504 0.999957917 0.000042083
 0.409638554 0.590361446      0.25708828     -0.01946996    610.66030687     19.84790017     12.45003193      0.01174701     -0.02168178 0.999958656 0.000041344
 0.413654618 0.586345382      0.25956760     -0.01912830    617.04076586     19.87323672     12.43232064      0.01238581     -0.02212233 0.999959380 0.000040620
 0.417670683 0.582329317      0.26203784     -0.01877607    623.42591812     19.89833094     12.41448585      0.01301946     -0.02256664 0.999960089 0.000039911
 0.421686747 0.578313253      0.26449863     -0.01841330    629.81563086     19.92318709     12.39652614      0.01364789     -0.02301463 0.999960784 0.000039216
 0.425702811 0.574297189      0.26694961     -0.01804001    636.20976902     19.94780927     12.37844006      0.01427103     -0.02346624 0.999961465 0.000038535
 0.429718876 0.570281124      0.26939038     -0.01765620    642.60819526     19.97220147     12.36022616      0.01488882     -0.02392140 0.999962133 0.000037867
 0.433734940 0.566265060      0.27182058     -0.01726190    649.01076997     19.99636757     12.34188292      0.01550120     -0.02438002 0.999962788 0.000037212
 0.437751004 0.562248996      0.27423981     -0.01685713    655.41735117     20.02031131     12.32340883      0.01610808     -0.02484203 0.999963430 0.000036570
 0.441767068 0.558232932      0.27664766     -0.01644192    661.82779459     20.04403634     12.30480233      0.01670941     -0.02530734 0.999964059 0.000035941
 0.445783133 0.554216867      0.27904373     -0.01601627    668.24195355     20.06754622     12.28606183      0.01730511     -0.02577587 0.999964677 0.000035323
 0.449799197 0.550200803      0.28142760     -0.01558023    674.65967902     20.09084439     12.26718574      0.01789512     -0.02624751 0.999965283 0.000034717
 0.453815261 0.546184739      0.28379886     -0.01513381    681.08081954     20.11393418     12.24817240      0.01847936     -0.02672219 0.999965877 0.000034123
 0.457831325 0.542168675      0.28615708     -0.01467704    687.50522123     20.13681885     12.22902014      0.01905776     -0.02719979 0.999966461 0.000033539
